epoch,accuracy,loss,sparse_categorical_crossentropy,val_accuracy,val_loss,val_sparse_categorical_crossentropy
0,0.5015000104904175,1.1322022676467896,0.6962509155273438,0.48350000381469727,0.8155884742736816,0.6942266821861267
1,0.492249995470047,0.7543006539344788,0.6936326622962952,0.484499990940094,0.7201951742172241,0.6936184763908386
2,0.5062500238418579,0.7078258395195007,0.6933348178863525,0.484499990940094,0.7002508640289307,0.6934680342674255
3,0.5042499899864197,0.6970134377479553,0.6932380795478821,0.484499990940094,0.6952813863754272,0.6934540867805481
4,0.5038750171661377,0.6942758560180664,0.6932296752929688,0.484499990940094,0.6939690113067627,0.6934399604797363
5,0.5038750171661377,0.6935343146324158,0.6932242512702942,0.484499990940094,0.6935946941375732,0.693433940410614
6,0.5038750171661377,0.6933152079582214,0.6932206749916077,0.484499990940094,0.6934802532196045,0.6934312582015991
7,0.5038750171661377,0.6932454705238342,0.6932172775268555,0.484499990940094,0.6934448480606079,0.6934304237365723
8,0.5038750171661377,0.693222165107727,0.6932141184806824,0.484499990940094,0.6934341192245483,0.6934302449226379
9,0.5038750171661377,0.6932132840156555,0.6932109594345093,0.484499990940094,0.6934313178062439,0.6934302449226379
10,0.5038750171661377,0.6932088136672974,0.6932079792022705,0.484499990940094,0.693430483341217,0.6934302449226379
11,0.5038750171661377,0.6932052969932556,0.6932051181793213,0.484499990940094,0.6934303045272827,0.6934302449226379
12,0.5038750171661377,0.693202555179596,0.6932024359703064,0.484499990940094,0.6934303045272827,0.6934303045272827
13,0.5038750171661377,0.6932000517845154,0.6932000517845154,0.484499990940094,0.6934303045272827,0.6934303045272827
14,0.5038750171661377,0.6931973695755005,0.6931973695755005,0.484499990940094,0.6934302449226379,0.6934302449226379
15,0.5038750171661377,0.6931952834129333,0.6931952834129333,0.484499990940094,0.6934304237365723,0.6934304237365723
16,0.5038750171661377,0.6931930184364319,0.6931930184364319,0.484499990940094,0.6934303045272827,0.6934303045272827
17,0.5038750171661377,0.6931905746459961,0.6931905746459961,0.484499990940094,0.6934302449226379,0.6934302449226379
18,0.5038750171661377,0.6931887269020081,0.6931886076927185,0.484499990940094,0.6934302449226379,0.6934302449226379
19,0.5038750171661377,0.6931864619255066,0.6931864619255066,0.484499990940094,0.6934303641319275,0.6934303641319275
20,0.5038750171661377,0.6931847929954529,0.6931847929954529,0.484499990940094,0.6934300661087036,0.6934300661087036
21,0.5038750171661377,0.6931827664375305,0.6931827664375305,0.484499990940094,0.6934300065040588,0.6934300065040588
22,0.5038750171661377,0.6931812763214111,0.6931812763214111,0.484499990940094,0.6934299468994141,0.6934299468994141
23,0.5038750171661377,0.6931800246238708,0.6931800246238708,0.484499990940094,0.6934297680854797,0.6934297680854797
24,0.5038750171661377,0.6931782960891724,0.6931782960891724,0.484499990940094,0.6934298276901245,0.6934298276901245
25,0.5038750171661377,0.6931766867637634,0.6931766867637634,0.484499990940094,0.693429708480835,0.693429708480835
26,0.5038750171661377,0.693175196647644,0.6931751370429993,0.484499990940094,0.6934293508529663,0.6934293508529663
27,0.5038750171661377,0.6931741237640381,0.6931740045547485,0.484499990940094,0.6934290528297424,0.6934290528297424
28,0.5038750171661377,0.693172812461853,0.693172812461853,0.484499990940094,0.6934288740158081,0.6934288740158081
29,0.5038750171661377,0.6931715607643127,0.6931715607643127,0.484499990940094,0.6934288144111633,0.6934288144111633
30,0.5038750171661377,0.6931700110435486,0.6931700110435486,0.484499990940094,0.6934285163879395,0.6934285163879395
31,0.5038750171661377,0.693168580532074,0.693168580532074,0.484499990940094,0.6934282779693604,0.6934282779693604
32,0.5038750171661377,0.6931677460670471,0.6931677460670471,0.484499990940094,0.6934281587600708,0.6934281587600708
33,0.5038750171661377,0.6931665539741516,0.6931665539741516,0.484499990940094,0.6934282183647156,0.6934282183647156
34,0.5038750171661377,0.6931653022766113,0.6931653022766113,0.484499990940094,0.693428099155426,0.693428099155426
35,0.5038750171661377,0.6931644082069397,0.6931644082069397,0.484499990940094,0.6934281587600708,0.6934281587600708
36,0.5038750171661377,0.693163275718689,0.693163275718689,0.484499990940094,0.6934282183647156,0.6934282183647156
37,0.5038750171661377,0.6931623220443726,0.6931623220443726,0.484499990940094,0.6934282779693604,0.6934282779693604
38,0.5038750171661377,0.6931612491607666,0.6931612491607666,0.484499990940094,0.6934287548065186,0.6934287548065186
39,0.5038750171661377,0.693160355091095,0.693160355091095,0.484499990940094,0.6934288740158081,0.6934288740158081
40,0.5038750171661377,0.693159818649292,0.693159818649292,0.484499990940094,0.6934289336204529,0.6934289336204529
41,0.5038750171661377,0.6931589245796204,0.6931589245796204,0.484499990940094,0.6934289336204529,0.6934289336204529
42,0.5038750171661377,0.6931580901145935,0.6931580901145935,0.484499990940094,0.6934289932250977,0.6934289932250977
43,0.5038750171661377,0.6931572556495667,0.6931572556495667,0.484499990940094,0.6934289932250977,0.6934289932250977
44,0.5038750171661377,0.6931565999984741,0.6931565999984741,0.484499990940094,0.6934290528297424,0.6934290528297424
45,0.5038750171661377,0.6931561827659607,0.6931561827659607,0.484499990940094,0.6934290528297424,0.6934290528297424
46,0.5038750171661377,0.6931555867195129,0.6931555867195129,0.484499990940094,0.6934289932250977,0.6934289932250977
47,0.5038750171661377,0.6931546926498413,0.6931546926498413,0.484499990940094,0.6934290528297424,0.6934290528297424
48,0.5038750171661377,0.6931542754173279,0.6931542754173279,0.484499990940094,0.6934290528297424,0.6934290528297424
49,0.5038750171661377,0.6931537985801697,0.6931537985801697,0.484499990940094,0.6934289932250977,0.6934289932250977
50,0.5038750171661377,0.693153440952301,0.693153440952301,0.484499990940094,0.6934289932250977,0.6934289932250977
51,0.5038750171661377,0.6931529641151428,0.6931529641151428,0.484499990940094,0.6934288740158081,0.6934288740158081
52,0.5038750171661377,0.6931524872779846,0.6931524872779846,0.484499990940094,0.6934289336204529,0.6934289336204529
53,0.5038750171661377,0.6931523084640503,0.6931523084640503,0.484499990940094,0.6934287548065186,0.6934287548065186
54,0.5038750171661377,0.6931517720222473,0.6931517720222473,0.484499990940094,0.6934283375740051,0.6934283375740051
55,0.5038750171661377,0.6931515336036682,0.6931515336036682,0.484499990940094,0.6934282779693604,0.6934282779693604
56,0.5038750171661377,0.69315105676651,0.69315105676651,0.484499990940094,0.6934282183647156,0.6934282183647156
57,0.5038750171661377,0.6931506395339966,0.6931506395339966,0.484499990940094,0.6934282779693604,0.6934282779693604
58,0.5038750171661377,0.6931500434875488,0.6931500434875488,0.484499990940094,0.693428099155426,0.693428099155426
59,0.5038750171661377,0.693149745464325,0.693149745464325,0.484499990940094,0.6934279203414917,0.6934279203414917
60,0.5038750171661377,0.6931496262550354,0.6931496262550354,0.484499990940094,0.6934278011322021,0.6934278011322021
61,0.5038750171661377,0.6931490302085876,0.6931490302085876,0.484499990940094,0.6934276223182678,0.6934276223182678
62,0.5038750171661377,0.693148672580719,0.693148672580719,0.484499990940094,0.6934277415275574,0.6934277415275574
63,0.5038750171661377,0.6931483149528503,0.6931483149528503,0.484499990940094,0.6934277415275574,0.6934277415275574
64,0.5038750171661377,0.6931477785110474,0.6931477785110474,0.484499990940094,0.6934277415275574,0.6934277415275574
65,0.5038750171661377,0.6931476593017578,0.6931476593017578,0.484499990940094,0.6934276819229126,0.6934276819229126
66,0.5038750171661377,0.6931473016738892,0.6931473016738892,0.484499990940094,0.6934275031089783,0.6934275031089783
67,0.5038750171661377,0.6931470632553101,0.6931470632553101,0.484499990940094,0.6934274435043335,0.6934274435043335
68,0.5038750171661377,0.6931464076042175,0.6931464076042175,0.484499990940094,0.6934272646903992,0.6934272646903992
69,0.5038750171661377,0.6931462287902832,0.6931462287902832,0.484499990940094,0.6934273838996887,0.6934273838996887
70,0.5038750171661377,0.6931459307670593,0.6931459307670593,0.484499990940094,0.6934273838996887,0.6934273838996887
71,0.5038750171661377,0.6931455135345459,0.6931455135345459,0.484499990940094,0.6934269666671753,0.6934269666671753
72,0.5038750171661377,0.6931452751159668,0.6931452751159668,0.484499990940094,0.6934270858764648,0.6934270858764648
73,0.5038750171661377,0.6931450963020325,0.6931450963020325,0.484499990940094,0.6934269070625305,0.6934269070625305
74,0.5038750171661377,0.6931446194648743,0.6931446194648743,0.484499990940094,0.6934268474578857,0.6934268474578857
75,0.5038750171661377,0.6931443810462952,0.6931443810462952,0.484499990940094,0.6934266090393066,0.6934266090393066
76,0.5038750171661377,0.6931443214416504,0.6931443214416504,0.484499990940094,0.6934266686439514,0.6934266686439514
77,0.5038750171661377,0.6931440830230713,0.6931440830230713,0.484499990940094,0.6934266686439514,0.6934266686439514
78,0.5038750171661377,0.6931437849998474,0.6931437849998474,0.484499990940094,0.6934267282485962,0.6934267282485962
79,0.5038750171661377,0.6931434869766235,0.6931434869766235,0.484499990940094,0.693426251411438,0.693426251411438
80,0.5038750171661377,0.6931433081626892,0.6931433081626892,0.484499990940094,0.6934261918067932,0.6934261918067932
81,0.5038750171661377,0.6931430101394653,0.6931430101394653,0.484499990940094,0.6934260725975037,0.6934260725975037
82,0.5038750171661377,0.6931427121162415,0.6931427121162415,0.484499990940094,0.6934260129928589,0.6934260129928589
83,0.5038750171661377,0.6931424140930176,0.6931424140930176,0.484499990940094,0.6934258937835693,0.6934258937835693
84,0.5038750171661377,0.6931421756744385,0.6931421756744385,0.484499990940094,0.6934259533882141,0.6934259533882141
85,0.5038750171661377,0.6931421160697937,0.6931421160697937,0.484499990940094,0.6934258937835693,0.6934258937835693
86,0.5038750171661377,0.6931418180465698,0.6931418180465698,0.484499990940094,0.693425714969635,0.693425714969635
87,0.5038750171661377,0.6931415796279907,0.6931415796279907,0.484499990940094,0.693425714969635,0.693425714969635
88,0.5038750171661377,0.6931415796279907,0.6931415796279907,0.484499990940094,0.6934255957603455,0.6934255957603455
89,0.5038750171661377,0.6931410431861877,0.6931410431861877,0.484499990940094,0.6934256553649902,0.6934256553649902
90,0.5038750171661377,0.693140983581543,0.693140983581543,0.484499990940094,0.6934254765510559,0.6934254765510559
91,0.5038750171661377,0.6931409239768982,0.6931409239768982,0.484499990940094,0.6934254765510559,0.6934254765510559
92,0.5038750171661377,0.6931408047676086,0.6931408047676086,0.484499990940094,0.6934255361557007,0.6934255361557007
93,0.5038750171661377,0.6931407451629639,0.6931407451629639,0.484499990940094,0.6934253573417664,0.6934253573417664
94,0.5038750171661377,0.6931407451629639,0.6931407451629639,0.484499990940094,0.6934253573417664,0.6934253573417664
95,0.5038750171661377,0.6931406855583191,0.6931406855583191,0.484499990940094,0.6934253573417664,0.6934253573417664
96,0.5038750171661377,0.6931403875350952,0.6931403875350952,0.484499990940094,0.6934252977371216,0.6934252977371216
97,0.5038750171661377,0.6931402087211609,0.6931402087211609,0.484499990940094,0.6934252977371216,0.6934252977371216
98,0.5038750171661377,0.6931399703025818,0.6931399703025818,0.484499990940094,0.6934252977371216,0.6934252977371216
99,0.5038750171661377,0.6931397318840027,0.6931397318840027,0.484499990940094,0.6934253573417664,0.6934253573417664
100,0.5038750171661377,0.6931394338607788,0.6931394338607788,0.484499990940094,0.693425178527832,0.693425178527832
101,0.5038750171661377,0.6931394338607788,0.6931394338607788,0.484499990940094,0.6934251189231873,0.6934251189231873
102,0.5038750171661377,0.6931389570236206,0.6931389570236206,0.484499990940094,0.6934251189231873,0.6934251189231873
103,0.5038750171661377,0.6931387782096863,0.6931387782096863,0.484499990940094,0.6934250593185425,0.6934250593185425
104,0.5038750171661377,0.6931385397911072,0.6931385397911072,0.484499990940094,0.6934247612953186,0.6934247612953186
105,0.5038750171661377,0.6931385397911072,0.6931385397911072,0.484499990940094,0.6934249401092529,0.6934249401092529
106,0.5038750171661377,0.6931383013725281,0.6931383013725281,0.484499990940094,0.6934248208999634,0.6934248208999634
107,0.5038750171661377,0.6931380033493042,0.6931380033493042,0.484499990940094,0.6934248208999634,0.6934248208999634
108,0.5038750171661377,0.6931379437446594,0.6931379437446594,0.484499990940094,0.6934248805046082,0.6934248805046082
109,0.5038750171661377,0.6931377053260803,0.6931377053260803,0.484499990940094,0.6934248208999634,0.6934248208999634
110,0.5038750171661377,0.6931377649307251,0.6931377649307251,0.484499990940094,0.6934247612953186,0.6934247612953186
111,0.5038750171661377,0.6931376457214355,0.6931376457214355,0.484499990940094,0.6934248208999634,0.6934248208999634
112,0.5038750171661377,0.6931373476982117,0.6931373476982117,0.484499990940094,0.6934247016906738,0.6934247016906738
113,0.5038750171661377,0.6931371688842773,0.6931371688842773,0.484499990940094,0.6934247016906738,0.6934247016906738
114,0.5038750171661377,0.6931368112564087,0.6931368112564087,0.484499990940094,0.693424642086029,0.693424642086029
115,0.5038750171661377,0.6931368112564087,0.6931368112564087,0.484499990940094,0.69342440366745,0.69342440366745
116,0.5038750171661377,0.6931366920471191,0.6931366920471191,0.484499990940094,0.69342440366745,0.69342440366745
117,0.5038750171661377,0.6931365728378296,0.6931365728378296,0.484499990940094,0.6934239864349365,0.6934239864349365
118,0.5038750171661377,0.6931366920471191,0.6931366920471191,0.484499990940094,0.6934241056442261,0.6934241056442261
119,0.5038750171661377,0.6931365132331848,0.6931365132331848,0.484499990940094,0.6934241652488708,0.6934241652488708
120,0.5038750171661377,0.6931361556053162,0.6931361556053162,0.484499990940094,0.6934242844581604,0.6934242844581604
121,0.5038750171661377,0.6931360363960266,0.6931360363960266,0.484499990940094,0.6934241056442261,0.6934241056442261
122,0.5038750171661377,0.6931360363960266,0.6931360363960266,0.484499990940094,0.6934239268302917,0.6934239268302917
123,0.5038750171661377,0.6931359767913818,0.6931359767913818,0.484499990940094,0.6934240460395813,0.6934240460395813
124,0.5038750171661377,0.6931357383728027,0.6931357383728027,0.484499990940094,0.6934240460395813,0.6934240460395813
125,0.5038750171661377,0.6931357979774475,0.6931357979774475,0.484499990940094,0.6934239268302917,0.6934239268302917
126,0.5038750171661377,0.693135678768158,0.693135678768158,0.484499990940094,0.693423867225647,0.693423867225647
127,0.5038750171661377,0.6931355595588684,0.6931355595588684,0.484499990940094,0.693423867225647,0.693423867225647
128,0.5038750171661377,0.6931352019309998,0.6931352019309998,0.484499990940094,0.6934239268302917,0.6934239268302917
129,0.5038750171661377,0.6931352615356445,0.6931352615356445,0.484499990940094,0.6934236884117126,0.6934236884117126
130,0.5038750171661377,0.6931350231170654,0.6931350231170654,0.484499990940094,0.6934235692024231,0.6934235692024231
131,0.5038750171661377,0.6931348443031311,0.6931348443031311,0.484499990940094,0.6934235095977783,0.6934235095977783
132,0.5038750171661377,0.6931349039077759,0.6931349039077759,0.484499990940094,0.6934235095977783,0.6934235095977783
133,0.5038750171661377,0.6931347250938416,0.6931347250938416,0.484499990940094,0.6934236288070679,0.6934236288070679
134,0.5038750171661377,0.6931345462799072,0.6931345462799072,0.484499990940094,0.6934235692024231,0.6934235692024231
135,0.5038750171661377,0.6931344866752625,0.6931344866752625,0.484499990940094,0.6934235692024231,0.6934235692024231
136,0.5038750171661377,0.6931344270706177,0.6931344270706177,0.484499990940094,0.6934235692024231,0.6934235692024231
137,0.5038750171661377,0.6931341290473938,0.6931341290473938,0.484499990940094,0.6934233903884888,0.6934233903884888
138,0.5038750171661377,0.693134069442749,0.693134069442749,0.484499990940094,0.6934233903884888,0.6934233903884888
139,0.5038750171661377,0.6931339502334595,0.6931339502334595,0.484499990940094,0.693423330783844,0.693423330783844
140,0.5038750171661377,0.6931339502334595,0.6931339502334595,0.484499990940094,0.6934233903884888,0.6934233903884888
141,0.5038750171661377,0.6931338906288147,0.6931338906288147,0.484499990940094,0.6934233903884888,0.6934233903884888
142,0.5038750171661377,0.6931337714195251,0.6931337714195251,0.484499990940094,0.693423330783844,0.693423330783844
143,0.5038750171661377,0.693133533000946,0.693133533000946,0.484499990940094,0.693423330783844,0.693423330783844
144,0.5038750171661377,0.6931334137916565,0.6931334137916565,0.484499990940094,0.693423330783844,0.693423330783844
145,0.5038750171661377,0.6931332945823669,0.6931332945823669,0.484499990940094,0.6934232711791992,0.6934232711791992
146,0.5038750171661377,0.6931332945823669,0.6931332945823669,0.484499990940094,0.6934231519699097,0.6934231519699097
147,0.5038750171661377,0.6931331753730774,0.6931331753730774,0.484499990940094,0.6934231519699097,0.6934231519699097
148,0.5038750171661377,0.6931331753730774,0.6931331753730774,0.484499990940094,0.6934231519699097,0.6934231519699097
149,0.5038750171661377,0.6931331753730774,0.6931331753730774,0.484499990940094,0.6934230923652649,0.6934230923652649
150,0.5038750171661377,0.6931331157684326,0.6931331157684326,0.484499990940094,0.6934230923652649,0.6934230923652649
151,0.5038750171661377,0.6931328773498535,0.6931328773498535,0.484499990940094,0.6934231519699097,0.6934231519699097
152,0.5038750171661377,0.6931328177452087,0.6931328177452087,0.484499990940094,0.6934231519699097,0.6934231519699097
153,0.5038750171661377,0.6931328177452087,0.6931328177452087,0.484499990940094,0.6934231519699097,0.6934231519699097
154,0.5038750171661377,0.6931326985359192,0.6931326985359192,0.484499990940094,0.6934230923652649,0.6934230923652649
155,0.5038750171661377,0.6931326985359192,0.6931326985359192,0.484499990940094,0.6934229731559753,0.6934229731559753
156,0.5038750171661377,0.6931326985359192,0.6931326985359192,0.484499990940094,0.6934229731559753,0.6934229731559753
157,0.5038750171661377,0.6931325197219849,0.6931325197219849,0.484499990940094,0.6934230327606201,0.6934230327606201
158,0.5038750171661377,0.6931323409080505,0.6931323409080505,0.484499990940094,0.6934229731559753,0.6934229731559753
159,0.5038750171661377,0.693132221698761,0.693132221698761,0.484499990940094,0.6934230923652649,0.6934230923652649
160,0.5038750171661377,0.6931321620941162,0.6931321620941162,0.484499990940094,0.6934230923652649,0.6934230923652649
161,0.5038750171661377,0.6931321620941162,0.6931321620941162,0.484499990940094,0.6934229731559753,0.6934229731559753
162,0.5038750171661377,0.6931321024894714,0.6931321024894714,0.484499990940094,0.6934229731559753,0.6934229731559753
163,0.5038750171661377,0.6931319832801819,0.6931319832801819,0.484499990940094,0.693422794342041,0.693422794342041
164,0.5038750171661377,0.6931319832801819,0.6931319832801819,0.484499990940094,0.693422794342041,0.693422794342041
165,0.5038750171661377,0.6931318640708923,0.6931318640708923,0.484499990940094,0.693422794342041,0.693422794342041
166,0.5038750171661377,0.6931318640708923,0.6931318640708923,0.484499990940094,0.6934225559234619,0.6934225559234619
167,0.5038750171661377,0.693131685256958,0.693131685256958,0.484499990940094,0.6934225559234619,0.6934225559234619
168,0.5038750171661377,0.6931315660476685,0.6931315660476685,0.484499990940094,0.6934225559234619,0.6934225559234619
169,0.5038750171661377,0.6931313276290894,0.6931313276290894,0.484499990940094,0.6934225559234619,0.6934225559234619
170,0.5038750171661377,0.6931312680244446,0.6931312680244446,0.484499990940094,0.6934225559234619,0.6934225559234619
171,0.5038750171661377,0.693131148815155,0.693131148815155,0.484499990940094,0.6934225559234619,0.6934225559234619
172,0.5038750171661377,0.6931310892105103,0.6931310892105103,0.484499990940094,0.6934225559234619,0.6934225559234619
173,0.5038750171661377,0.6931310892105103,0.6931310892105103,0.484499990940094,0.6934224963188171,0.6934224963188171
174,0.5038750171661377,0.6931310892105103,0.6931310892105103,0.484499990940094,0.6934224963188171,0.6934224963188171
175,0.5038750171661377,0.6931310296058655,0.6931310296058655,0.484499990940094,0.6934224963188171,0.6934224963188171
176,0.5038750171661377,0.6931310296058655,0.6931310296058655,0.484499990940094,0.6934224963188171,0.6934224963188171
177,0.5038750171661377,0.6931310296058655,0.6931310296058655,0.484499990940094,0.6934223771095276,0.6934223771095276
178,0.5038750171661377,0.6931308507919312,0.6931308507919312,0.484499990940094,0.6934223771095276,0.6934223771095276
179,0.5038750171661377,0.6931307315826416,0.6931307315826416,0.484499990940094,0.6934223175048828,0.6934223175048828
180,0.5038750171661377,0.6931306719779968,0.6931306719779968,0.484499990940094,0.6934223175048828,0.6934223175048828
181,0.5038750171661377,0.693130612373352,0.693130612373352,0.484499990940094,0.6934223175048828,0.6934223175048828
182,0.5038750171661377,0.693130612373352,0.693130612373352,0.484499990940094,0.6934223175048828,0.6934223175048828
183,0.5038750171661377,0.6931305527687073,0.6931305527687073,0.484499990940094,0.693422257900238,0.693422257900238
184,0.5038750171661377,0.6931304931640625,0.6931304931640625,0.484499990940094,0.6934220790863037,0.6934220790863037
185,0.5038750171661377,0.693130373954773,0.693130373954773,0.484499990940094,0.6934225559234619,0.6934225559234619
186,0.5038750171661377,0.693130373954773,0.693130373954773,0.484499990940094,0.6934221982955933,0.6934221982955933
187,0.5038750171661377,0.6931302547454834,0.6931302547454834,0.484499990940094,0.6934221982955933,0.6934221982955933
188,0.5038750171661377,0.6931300759315491,0.6931300759315491,0.484499990940094,0.6934221982955933,0.6934221982955933
189,0.5038750171661377,0.6931300163269043,0.6931300163269043,0.484499990940094,0.6934221386909485,0.6934221386909485
190,0.5038750171661377,0.6931298971176147,0.6931298971176147,0.484499990940094,0.6934220790863037,0.6934220790863037
191,0.5038750171661377,0.6931298971176147,0.6931298971176147,0.484499990940094,0.6934220194816589,0.6934220194816589
192,0.5038750171661377,0.6931299567222595,0.6931299567222595,0.484499990940094,0.6934220194816589,0.6934220194816589
193,0.5038750171661377,0.69312983751297,0.69312983751297,0.484499990940094,0.6934220194816589,0.6934220194816589
194,0.5038750171661377,0.6931297779083252,0.6931297779083252,0.484499990940094,0.6934220194816589,0.6934220194816589
195,0.5038750171661377,0.6931294798851013,0.6931294798851013,0.484499990940094,0.6934219598770142,0.6934219598770142
196,0.5038750171661377,0.6931294202804565,0.6931294202804565,0.484499990940094,0.6934219598770142,0.6934219598770142
197,0.5038750171661377,0.6931294202804565,0.6931294202804565,0.484499990940094,0.6934219598770142,0.6934219598770142
198,0.5038750171661377,0.6931294202804565,0.6931294202804565,0.484499990940094,0.6934219598770142,0.6934219598770142
199,0.5038750171661377,0.6931294202804565,0.6931294202804565,0.484499990940094,0.6934219598770142,0.6934219598770142
